34.26104,108.9682
34.20277,108.9032
34.22277,108.9109
34.1352,108.8192
34.38191,108.9795
34.23945,108.8681
34.33578,108.9336
34.24762,108.9555
34.27051,108.8748
34.23882,108.8741
34.17284,108.9552
34.31031,109.0178
34.23294,108.9719
34.26751,108.9708
34.12383,108.9318
34.17086,108.9563
34.23893,108.9132
34.22764,108.8751
34.44165,108.9719
34.89452,109.371
34.10397,108.5869
34.13158,109.1029
34.23282,109.073
34.29064,108.8702
34.27172,108.9971
34.17266,108.9039
34.29712,108.9401
34.22884,108.9076
34.22289,108.9118
34.41659,109.2981
34.21892,109.5072
34.2114,108.993
34.15603,109.3959
34.26595,108.9851
34.17226,109.0332
38.95581,110.852
34.3581,108.934
34.26861,108.9785
34.11687,108.5886
34.19205,108.9648
34.18623,108.9079
34.19663,108.6376
34.2943,108.9417
32.74014,108.9573
34.13997,108.8466
34.86164,108.7831
34.19078,108.8854
34.63684,109.5312
34.22446,108.9518
34.2793,108.867
34.53653,109.1524
34.18395,108.7732
34.26932,109.0002
34.14626,108.9389
34.16463,109.0586
34.31408,108.9562
34.32264,108.9017
34.44943,109.0873
34.24633,108.9891
34.26627,108.7083
34.25488,108.9427
34.61541,108.9342
34.09602,108.9888
34.26466,108.9341
34.66463,109.0586
34.2799,109.0646
34.38719,109.0184
34.27569,109.0704
34.39926,109.0181
34.11396,108.2807
37.3992,118.1221
34.66098,109.241
34.16268,108.2153
34.48329,109.1689
35.68433,109.5126
34.14714,108.9324
34.28587,108.9236
34.41519,108.1757
34.22699,108.8963
34.3308,108.7035
34.75443,113.6175
34.27149,108.89
34.24722,108.8817
34.24463,108.8673
34.19374,108.9368
34.41749,109.0992
34.34264,108.0731
34.2671,109.0593
34.23453,108.8978
34.28755,108.8339
34.34315,108.949
34.1645,108.9285
34.19473,108.874
34.23991,108.9619
34.30806,108.9908
34.6307,109.2057
34.22729,108.8834
34.17503,108.985
34.31307,108.7113
34.30552,108.84
34.32298,108.9515
34.18737,108.9109
34.29024,108.8349
36.51043,109.3165
34.20684,108.9327
34.22882,109.09
34.26319,108.973
34.16979,108.9559
34.28536,108.8876
34.12365,108.9865
34.24847,108.9281
34.25488,108.9427
34.31697,108.9682
34.26161,108.8899
34.27068,108.9911
34.05626,109.0515
34.22058,108.9175
34.40657,109.1388
34.24023,108.8769
34.19595,108.8567
34.10249,108.9401
34.28264,109.0058
34.20321,108.914
34.11706,108.147
34.12365,108.9865
34.3172,108.954
34.16579,108.9334
34.18719,108.9412
34.22588,108.8614
34.31195,109.1122
34.26866,108.8917
34.30285,109.0591
34.37016,108.8539
34.19675,108.8691
34.09555,108.62
34.16645,108.9505
34.25851,108.8967
34.09555,108.62
34.14685,108.9287
34.19962,108.8873
34.25866,109.0122
34.23508,108.9419
34.44724,108.9952
34.15578,108.9317
34.36353,108.8627
34.35302,109.1067
34.31008,108.956
34.28022,109.0113
34.29339,109.1111
34.42247,109.1149
34.23526,108.8637
34.19944,108.9121
34.16045,108.9025
34.15798,108.9243
34.11309,108.6206
34.11687,108.5886
34.11993,108.9239
